HHNR;Wegnummer;Distanz_km;Emissionen;Verkehrsmittel
269928;5;1.0;0.0;Zu Fuss
269931;2;11.396;63.590037857192;Velo
269935;5;1.102;0.0;Zu Fuss
269958;1;84.299;470.391067157198;Velo
269964;2;5.0;730.0168636560607;Anderes
269965;1;24.726;6148.186813822636;Auto
269965;2;22.471;5587.474961312322;Auto
269999;4;1.062;142.421774977314;Mofa
270009;1;2.0;0.0;Zu Fuss
270013;5;2.0;0.0;Zu Fuss
270016;3;7.828;1666.911710896156;Auto
270025;1;3.418;0.0;Zu Fuss
270032;1;1.473;0.0;Zu Fuss
270034;1;0.877;0.0;Zu Fuss
270055;3;0.618;0.0;Zu Fuss
270055;5;0.575;0.0;Zu Fuss
270065;1;2.976;0.0;Zu Fuss
270071;1;0.646;0.0;Zu Fuss
270098;1;0.715;3.9897224524299992;Velo
270099;2;0.1;0.0;Zu Fuss
270107;3;3.246;0.0;Zu Fuss
270115;1;4.82;1198.50604394666;Auto
270115;2;0.783;0.0;Zu Fuss
270122;1;10.898;2058.893429953202;Auto
270141;1;2.0;0.0;Zu Fuss
270141;3;0.13;0.0;Zu Fuss
270141;6;2.0;0.0;Zu Fuss
270141;8;0.3;0.0;Zu Fuss
270172;1;2.5;0.0;Zu Fuss
270184;1;2.294;0.0;Zu Fuss
270185;3;16.812;3988.019864536236;Auto
270185;5;9.291;2203.943169248523;Auto
270205;1;13.722;0.0;Zu Fuss
270206;1;7.289;0.0;Zu Fuss
270215;4;0.228;0.0;Zu Fuss
270221;1;17.51;4890.18191564392;Auto
270221;3;2.02;0.0;Zu Fuss
270227;5;0.209;0.0;Zu Fuss
270248;1;16.268;90.775950847736;Velo
270258;1;6.38;0.0;Zu Fuss
270259;3;4.545;945.399351559905;Auto
270268;1;0.827;0.0;Zu Fuss
270276;1;1.386;0.0;Zu Fuss
270278;1;1.563;370.763445650139;Auto
270278;3;1.563;370.763445650139;Auto
270278;5;1.563;370.763445650139;Auto
270284;1;0.171;0.0;Zu Fuss
270284;2;2.106;303.23665931439996;Schiff, Zu Fuss
270288;1;16.038;2341.6020918631802;Auto
270288;2;5.744;0.0;Zu Fuss
270293;4;1.713;250.10377748856638;Auto
270295;3;1.882;10.501619098563998;Velo
270301;1;0.402;0.0;Zu Fuss
270319;1;6.73;1596.44145183969;Auto
270325;3;0.786;0.0;Zu Fuss
270346;3;0.5;0.0;Zu Fuss
270352;1;1.223;263.171502231896;Auto
270354;1;2.883;716.8657520120789;Auto
270354;3;4.968;1235.3066444661838;Auto
270358;1;5.884;1395.759510048252;Auto
270358;2;24.5;5811.7110802484995;Auto
270366;3;1.758;9.809695204715998;Velo
270376;1;0.062;0.0;Zu Fuss
270385;1;5.07;1260.66922049991;Auto
270386;3;0.509;0.0;Zu Fuss
270386;6;0.926;0.0;Zu Fuss
270415;1;3.998;0.0;Zu Fuss
270415;3;21.969;5462.651302793396;Auto
270415;5;0.8;0.0;Zu Fuss
270419;1;2.021;11.277243463441998;Velo
270441;1;2.0;0.0;Zu Fuss
270442;1;2.0;0.0;Zu Fuss
270442;4;0.838;0.0;Zu Fuss
270453;1;2.9;0.0;Zu Fuss
270462;1;20.306;5671.047057627951;Auto
270462;3;15.967;4459.253834785063;Auto
270467;1;33.482;9350.832147320942;Auto
270469;1;2.0;0.0;Zu Fuss
270483;1;6.0;0.0;Zu Fuss
270499;3;0.644;0.0;Zu Fuss
270504;1;0.791;0.0;Zu Fuss
270518;1;0.267;0.0;Zu Fuss
270518;5;0.31;0.0;Zu Fuss
270518;7;0.1;0.0;Zu Fuss
270518;8;4.97;1058.3228414861899;Auto
270558;2;0.878;0.0;Zu Fuss
270573;1;0.039;0.0;Zu Fuss
270573;3;1.269;194.17775151031196;Auto
270574;5;1.54;0.0;Zu Fuss
270574;7;3.11;0.0;Zu Fuss
270582;6;2.0;0.0;Zu Fuss
270584;2;0.407;0.0;Zu Fuss
270591;1;7.041;1750.7637044457329;Auto
270591;3;2.0;0.0;Zu Fuss
270604;1;9.386;1952.369265949674;Auto
270605;1;33.453;3807.4421579520695;Auto
270611;3;3.851;692.925485877302;Auto
270611;4;25.127;4521.199346569454;Auto
270611;5;7.783;1400.425618432366;Auto
270612;2;0.837;0.0;Zu Fuss
270613;3;7.539;1788.346523836467;Auto
270614;9;10.372;0.0;Zu Fuss
270631;1;6.27;0.0;Zu Fuss
270634;1;84.11;20914.179119575427;Auto
270634;3;2.0;0.0;Zu Fuss
270636;3;1.0;0.0;Zu Fuss
270645;1;0.322;14.725523699641998;Fahrzeugähnliche Geräte
270645;3;0.642;29.359584519161995;Fahrzeugähnliche Geräte
270649;1;3.358;0.0;Zu Fuss
270652;3;0.325;0.0;Zu Fuss
270656;3;15.254;0.0;Zu Fuss
270663;1;1.0;0.0;Zu Fuss
270682;4;0.598;0.0;Zu Fuss
270682;6;0.103;0.0;Zu Fuss
270715;5;1.3;0.0;Zu Fuss
270718;1;2.0;0.0;Zu Fuss
270718;2;29.694;336.30993756826194;E-Bike_25
270738;3;0.136;0.0;Zu Fuss
270745;3;2.0;11.160062803999999;Velo
270759;1;36.047;8550.80609427419;Auto
270759;4;1.0;45.731440060999994;Fahrzeugähnliche Geräte
270772;1;5.882;0.0;Zu Fuss
270772;3;2.5;0.0;Zu Fuss
270775;4;1.905;0.0;Zu Fuss
270783;1;0.837;4.670486283473999;Velo
270797;1;5.452;980.9996751501039;Auto
270801;1;15.803;3929.4587162840385;Auto
270801;3;1.0;0.0;Zu Fuss
270802;1;0.359;0.0;Zu Fuss
270806;2;36.145;6503.71116256429;Auto
270827;1;5.6;1205.0371320512;Auto
270851;1;3.438;815.537252812014;Auto
270851;2;5.39;1278.57643765467;Auto
270852;1;12.563;1922.344438316824;Auto
270858;1;2.0;0.0;Zu Fuss
270876;1;0.678;141.02987026570202;Auto
270876;4;5.526;1149.455845262934;Auto
270886;1;17.153;1952.2630357621688;Auto
270902;1;2.6;0.0;Zu Fuss
270902;2;6.525;1357.256494813725;Auto
270903;2;41.282;9930.414831172553;Auto
270903;4;36.72;8833.022445633838;Auto
270909;1;2.0;0.0;Zu Fuss
270911;1;10.696;1924.573097102992;Auto
270911;3;23.513;4230.786016471826;Auto
270915;1;52.862;6837.813598949714;Auto
270918;1;1.0;0.0;Zu Fuss
270918;7;1.0;0.0;Zu Fuss
270918;8;1.0;0.0;Zu Fuss
270937;2;4.22;1049.3144202188598;Auto
270937;4;2.808;698.2167990461038;Auto
270943;1;64.491;16035.86167638258;Auto
270943;3;30.069;7476.738223118696;Auto
270956;3;3.909;927.2644331710769;Auto
270958;3;3.386;18.893986327171998;Velo
270965;4;2.0;0.0;Zu Fuss
270965;5;1.0;0.0;Zu Fuss
270976;1;4.038;0.0;Zu Fuss
270977;5;1.23;56.24967127502999;Fahrzeugähnliche Geräte
270989;7;0.03;0.0;Zu Fuss
270989;9;1.853;350.076117241997;Auto
270993;1;3.35;18.6931051967;Velo
270993;4;1.0;0.0;Zu Fuss
271001;3;1.497;372.233101200861;Auto
271001;5;3.397;844.6732430055608;Auto
271003;3;26.713;5046.726022604137;Auto
271005;1;52.904;12549.500530182313;Auto
271005;2;0.117;0.0;Zu Fuss
271005;4;0.446;0.0;Zu Fuss
271012;1;4.156;747.805328305912;Auto
271012;4;5.262;946.8122323257239;Auto
271018;3;2.5;0.0;Zu Fuss
271028;3;2.545;14.201179918089998;Velo
271028;4;0.292;0.0;Zu Fuss
271035;5;9.818;2741.9649370526554;Auto
271035;8;2.0;0.0;Zu Fuss
271036;3;1.0;0.0;Zu Fuss
271047;3;6.832;77.37824117553599;E-Bike_25
271047;4;11.296;127.93685777500798;E-Bike_25
271047;6;4.313;557.8958429925109;Auto
271057;4;10.507;1890.565588188214;Auto
271064;1;8.033;1997.4271890090286;Auto
271069;2;4.973;1196.2587315396809;Auto
271072;1;3.631;1014.0634229413517;Auto
271078;5;0.081;0.0;Zu Fuss
271093;1;37.001;5754.890080065126;Auto
271093;2;39.869;6200.959774117363;Auto
271094;3;33.648;8366.666258655023;Auto
271102;5;0.481;73.600865623688;Auto
271102;7;3.119;35.325341660787;E-Bike_25
271115;5;0.779;35.624791807518996;Fahrzeugähnliche Geräte
271121;3;2.5;0.0;Zu Fuss
271124;3;0.475;0.0;Zu Fuss
271124;7;21.404;119.43499212840798;Velo
271133;5;2.643;14.748022995485998;Velo
271138;1;2.36;0.0;Zu Fuss
271142;4;3.243;473.4889377673209;Auto
271143;9;1.0;0.0;Zu Fuss
271144;1;5.562;0.0;Zu Fuss
271146;1;0.645;0.0;Zu Fuss
271152;3;0.933;0.0;Zu Fuss
271157;2;2.121;127.32439400541;Seilbahn
271165;2;1.242;0.0;Zu Fuss
271165;3;0.447;0.0;Zu Fuss
271167;2;0.387;0.0;Zu Fuss
271167;3;3.199;192.03712231178997;Seilbahn
271167;4;0.064;0.0;Zu Fuss
271167;6;0.482;0.0;Zu Fuss
271177;3;2.0;0.0;Zu Fuss
271184;1;2.0;0.0;Zu Fuss
271184;2;12.578;1924.6396836065437;Auto
271188;1;55.502;309.70290287380396;Velo
271189;1;1.458;8.135685784116;Velo
271199;1;0.372;0.0;Zu Fuss
271199;4;0.793;0.0;Zu Fuss
271202;2;12.218;3038.0387645104333;Auto
271209;1;15.046;3741.228617680797;Auto
271228;1;4.986;762.9395343029279;Auto
271228;2;5.101;780.5364148574479;Auto
271238;4;1.0;0.0;Zu Fuss
271244;2;2.85;512.8116423657;Auto
271262;1;2.146;0.0;Zu Fuss
271262;2;0.212;0.0;Zu Fuss
271263;6;0.822;0.0;Zu Fuss
271275;1;5.665;0.0;Zu Fuss
271281;1;3.955;951.3780983791349;Auto
271291;1;0.5;0.0;Zu Fuss
271298;1;1.102;0.0;Zu Fuss
271311;1;2.988;834.4867826352959;Auto
271311;3;9.098;2540.8837846104157;Auto
271317;1;17.109;3643.228469816343;Auto, Auto
271317;3;1.0;0.0;Zu Fuss
271319;1;3.258;0.0;Zu Fuss
271322;2;0.636;0.0;Zu Fuss
271325;3;14.683;1329.9284416978828;Auto
271325;5;4.475;24.970640523949996;Velo
271326;2;0.597;0.0;Zu Fuss
271337;3;1.623;0.0;Zu Fuss
271377;3;0.615;0.0;Zu Fuss
271394;1;9.586;1993.970997591474;Auto
271394;3;0.065;0.0;Zu Fuss
271409;1;10.603;2515.166227913259;Auto
271409;2;26.968;6397.152016822104;Auto
271421;3;1.145;0.0;Zu Fuss
271421;4;1.127;0.0;Zu Fuss
271425;1;0.196;0.0;Zu Fuss
271458;1;4.294;0.0;Zu Fuss
271469;1;1.305;364.4595888015599;Auto
271469;3;7.904;2207.4242068103677;Auto
271469;5;1.344;15.221949083712;E-Bike_25
271487;3;2.0;0.0;Zu Fuss
271495;1;0.313;0.0;Zu Fuss
271509;1;3.311;0.0;Zu Fuss
271514;4;8.901;2111.430217358853;Auto
271519;1;11.126;0.0;Zu Fuss
271525;3;1.932;0.0;Zu Fuss
271526;1;0.516;0.0;Zu Fuss
271528;1;0.721;0.0;Zu Fuss
271536;1;0.626;0.0;Zu Fuss
271536;6;1.468;0.0;Zu Fuss
271536;7;1.468;0.0;Zu Fuss
271539;7;0.544;0.0;Zu Fuss
271541;4;1.928;258.55855193621596;Mofa
271544;2;2.176;607.7119273809919;Auto
271544;5;1.503;419.7569057231759;Auto
271559;3;0.401;0.0;Zu Fuss
271577;3;10.732;0.0;Zu Fuss
271587;1;3.709;0.0;Zu Fuss
271589;1;2.424;0.0;Zu Fuss
271589;2;4.378;0.0;Zu Fuss
271591;1;3.213;17.928640894626;Velo
271622;1;0.5;0.0;Zu Fuss
271622;2;0.5;0.0;Zu Fuss
271622;5;0.5;0.0;Zu Fuss
271635;2;0.125;26.898150269;Auto
271635;4;7.028;0.0;Zu Fuss
271637;1;9.11;50.83408607221999;Velo
271641;1;8.453;1234.166509696936;Auto
271647;3;0.626;0.0;Zu Fuss
271662;3;0.516;0.0;Zu Fuss
271664;1;2.9;0.0;Zu Fuss
271675;4;12.276;0.0;Zu Fuss
271675;5;0.5;0.0;Zu Fuss
271677;1;1.5;0.0;Zu Fuss
271678;4;1.849;10.317478062298;Velo
271687;1;1.407;0.0;Zu Fuss
271704;5;2.285;568.171433696705;Auto
271705;4;0.625;118.077481530625;Auto
271705;5;3.337;630.439289388313;Auto
271705;6;1.221;230.676167918229;Auto
271706;1;4.446;0.0;Zu Fuss
271724;2;0.33;0.0;Zu Fuss
271724;3;0.493;0.0;Zu Fuss
271724;6;0.25;0.0;Zu Fuss
271729;1;5.0;0.0;Zu Fuss
271729;2;8.061;1042.7077186094668;Auto
271729;4;20.884;2701.390397647948;Auto
271744;3;17.126;2289.3147427638883;Auto
271744;5;1.0;0.0;Zu Fuss
271746;3;0.837;0.0;Zu Fuss
271746;5;0.837;0.0;Zu Fuss
271747;3;3.597;748.207143577773;Auto
271754;1;2.653;0.0;Zu Fuss
271762;1;0.689;165.73944621573298;Auto
271764;1;4.741;0.0;Zu Fuss
271766;3;3.948;0.0;Zu Fuss
271804;3;10.77;60.09693819953999;Velo
271809;1;1.958;486.8619987650539;Auto
271815;1;1.804;0.0;Zu Fuss
271816;1;0.601;0.0;Zu Fuss
271821;3;1.07;143.03204337016;Auto
271826;1;2.0;0.0;Zu Fuss
271829;1;9.472;2016.9887232509436;Auto
271839;1;0.8;0.0;Zu Fuss
271841;3;8.163;1094.7165246137608;Mofa
271847;2;0.582;0.0;Zu Fuss
271859;2;197.57;35549.54252006714;Auto
271859;3;1.807;325.140574650814;Auto
271863;1;16.598;162.76343510583598;E-Bike_45
271864;4;2.5;0.0;Zu Fuss
271873;2;0.958;5.345670083116;Velo
271885;1;2.5;0.0;Zu Fuss
271889;1;94.9;22511.4849598197;Auto
271891;1;2.18;0.0;Zu Fuss
271906;1;11.018;1685.9341734756638;Auto
271906;5;1.035;0.0;Zu Fuss
271907;1;30.934;7691.822813992941;Auto
271909;1;1.751;19.831572057722997;E-Bike_25
271909;3;1.364;339.162291274532;Auto
271909;5;18.381;4570.485392901152;Auto
271924;5;2.0;0.0;Zu Fuss
271924;6;0.793;0.0;Zu Fuss
271925;1;0.24;0.0;Zu Fuss
271925;2;0.327;0.0;Zu Fuss
271938;1;6.074;0.0;Zu Fuss
271938;4;2.5;0.0;Zu Fuss
271938;5;8.366;952.1735298307179;Auto
271938;7;16.412;1867.926365238076;Auto
271942;3;0.46;0.0;Zu Fuss
271942;5;12.665;143.44195323304498;E-Bike_25
271955;3;1.042;5.814392720883999;Velo
271965;1;1.994;0.0;Zu Fuss
271967;2;1.784;321.002094729968;Auto
271967;4;0.572;0.0;Zu Fuss
271972;1;15.663;2818.304826096126;Auto
271973;1;2.286;0.0;Zu Fuss
271977;1;23.24;5000.904098012479;Auto
271977;3;4.931;1061.0782318115118;Auto
271982;4;2.672;664.400031001136;Auto
271997;1;7.016;0.0;Zu Fuss
271999;1;1.202;175.49605402291698;Auto
272002;1;0.439;0.0;Zu Fuss
272003;1;3.94;0.0;Zu Fuss
272006;3;0.181;0.0;Zu Fuss
272009;2;0.148;0.0;Zu Fuss
272022;1;73.177;408.329957904154;Velo
272033;1;9.103;103.09925781921898;E-Bike_25
272035;2;0.137;34.065420751180994;Auto
272035;4;2.0;0.0;Zu Fuss
272048;1;21.029;4988.345808430437;Auto
272048;2;1.547;366.96804249569095;Auto
272055;1;13.533;2912.1013407230157;Auto
272055;3;17.72;3813.0817821334394;Auto
272059;1;3.452;568.488447502012;Motorrad
272079;4;0.489;0.0;Zu Fuss
272088;3;62.739;13050.25520737445;Auto
272089;1;1.082;0.0;Zu Fuss
272089;2;1.814;451.05600907038195;Auto
272098;1;1.5;0.0;Zu Fuss
272098;2;6.793;1897.1448174168556;Auto
272098;3;5.01;1399.1896857439197;Auto
272103;1;24.583;137.17391195536598;Velo
272103;2;4.22;908.0815530814399;Auto
272106;3;3.068;411.4406832677959;Mofa
272139;1;26.712;4087.3728119333755;Auto
272153;1;0.515;0.0;Zu Fuss
272155;3;2.0;0.0;Zu Fuss
272158;4;5.266;1470.6852066122717;Auto
272166;2;0.842;0.0;Zu Fuss
272173;1;96.649;26992.072642208404;Auto
272173;2;68.238;19057.466222713294;Auto
272174;1;1.5;0.0;Zu Fuss
272174;2;1.006;214.21987495676197;Auto
272174;4;1.5;0.0;Zu Fuss
272175;1;0.289;1.6126290751779997;Velo
272175;3;0.624;7.067333503151999;E-Bike_25
272176;1;0.98;0.0;Zu Fuss
272201;1;0.627;0.0;Zu Fuss
272202;1;3.234;0.0;Zu Fuss
272202;2;60.994;14672.150627695817;Auto
272206;2;0.5;0.0;Zu Fuss
272206;3;1.268;228.156197375336;Auto
272242;5;4.986;0.0;Zu Fuss
272246;1;0.2;0.0;Zu Fuss
272247;3;2.0;0.0;Zu Fuss
272247;4;3.59;20.032312733179996;Velo
272249;1;3.0;137.19432018299997;Fahrzeugähnliche Geräte
272261;1;98.0;14308.330527658789;Auto
272264;1;19.857;110.80268354951399;Velo
272265;1;0.272;0.0;Zu Fuss
272265;2;0.369;0.0;Zu Fuss
272265;3;0.598;0.0;Zu Fuss
272265;5;1.138;0.0;Zu Fuss
272265;6;0.424;0.0;Zu Fuss
272284;3;11.416;2374.626842113944;Auto
272291;5;0.606;27.713252676965997;Fahrzeugähnliche Geräte
272298;1;3.388;814.9858400274359;Auto
272314;3;0.434;0.0;Zu Fuss
272328;1;11.134;0.0;Zu Fuss
272332;1;2.544;480.622580822256;Auto
272339;1;11.418;0.0;Zu Fuss
272343;1;36.963;5655.943442928024;Auto
272351;1;6.248;0.0;Zu Fuss
272357;1;2.0;0.0;Zu Fuss
272363;1;2.0;0.0;Zu Fuss
272368;1;0.755;0.0;Zu Fuss
272371;1;2.0;0.0;Zu Fuss
272375;5;0.756;0.0;Zu Fuss
272385;2;5.0;0.0;Zu Fuss
272385;4;0.357;0.0;Zu Fuss
272389;1;3.674;0.0;Zu Fuss
272401;3;0.388;17.743798743668;Fahrzeugähnliche Geräte
272402;5;0.8;0.0;Zu Fuss
272404;4;1.777;0.0;Zu Fuss
272414;1;6.418;0.0;Zu Fuss
272416;4;2.893;422.3877573113966;Auto
272418;1;2.0;0.0;Zu Fuss
272436;3;3.526;0.0;Zu Fuss
272455;1;0.711;0.0;Zu Fuss
272456;2;39.446;9808.354649277995;Auto
272462;1;1.5;0.0;Zu Fuss
272462;2;0.443;0.0;Zu Fuss
272462;3;0.61;0.0;Zu Fuss
272462;5;0.516;0.0;Zu Fuss
272462;9;2.008;0.0;Zu Fuss
272466;4;4.748;1021.699339817696;Auto
272475;1;264.6;63649.7205641262;Auto
272485;3;6.186;0.0;Zu Fuss
272489;1;38.785;6978.73668391357;Auto, Auto
272491;1;1.0;0.0;Zu Fuss
272492;1;10.0;0.0;Zu Fuss
272495;1;0.965;0.0;Zu Fuss
272511;3;4.292;1198.6670920584638;Auto
272521;1;1.037;5.786492563873999;Velo
272522;3;0.559;138.996862773067;Auto
272531;1;49.176;13733.84271180499;Auto
272536;4;1.188;213.761484607176;Auto
272536;5;2.455;441.73774807291;Auto
272549;1;1.0;0.0;Zu Fuss
272549;2;2.0;0.0;Zu Fuss
272554;2;1.443;347.114689244271;Auto
272554;4;0.397;0.0;Zu Fuss
272583;1;0.381;0.0;Zu Fuss
272583;3;0.08;0.0;Zu Fuss
272585;3;2.9;0.0;Zu Fuss
272597;5;24.603;6117.602530958438;Auto
272602;1;0.689;3.8446416359779993;Velo
272602;3;26.154;145.94014128790798;Velo
272602;4;0.629;3.509839751858;Velo
272608;1;0.244;0.0;Zu Fuss
272608;3;13.708;0.0;Zu Fuss
272608;5;2.5;0.0;Zu Fuss
272609;1;1.0;0.0;Zu Fuss
272626;1;3.623;871.515259273731;Auto
272644;3;1.0;0.0;Zu Fuss
272646;1;10.028;55.956554899256;Velo
272653;1;33.587;8351.49844357603;Auto
272667;4;0.335;0.0;Zu Fuss
272672;1;2.2;0.0;Zu Fuss
272684;1;2.682;0.0;Zu Fuss
272684;4;2.494;599.933496171318;Auto
272689;1;2.5;0.0;Zu Fuss
272698;5;2.9;0.0;Zu Fuss
272702;3;10.126;2517.8573031128376;Auto
272725;1;6.724;0.0;Zu Fuss
272728;3;2.5;0.0;Zu Fuss
272729;1;0.25;0.0;Zu Fuss
272732;3;0.305;0.0;Zu Fuss
272742;1;2.377;511.4952255153039;Auto
272742;3;2.377;511.4952255153039;Auto
272751;1;0.8;0.0;Zu Fuss
272756;2;10.866;1955.161861735332;Auto
272764;3;1.682;302.648835950564;Auto
272773;1;0.996;0.0;Zu Fuss
272776;3;0.068;0.0;Zu Fuss
272778;1;32.38;7680.94713381414;Auto
272779;4;0.173;0.0;Zu Fuss
272792;1;0.5;0.0;Zu Fuss
272797;1;0.883;0.0;Zu Fuss
272797;4;0.265;0.0;Zu Fuss
272797;6;4.35;0.0;Zu Fuss
272799;1;4.748;0.0;Zu Fuss
272813;1;1.726;415.190543060022;Auto
272818;3;2.0;0.0;Zu Fuss
272843;3;4.048;45.847060930704;E-Bike_25
272852;1;2.5;0.0;Zu Fuss
272856;1;4.899;0.0;Zu Fuss
272865;1;3.285;816.8241399097049;Auto
272866;1;0.744;0.0;Zu Fuss
272866;2;0.1;0.0;Zu Fuss
272871;1;3.282;595.275159673938;Auto
272875;5;221.842;47737.11561580398;Auto
272898;1;12.915;3211.349700740894;Auto
272904;1;9.492;0.0;Zu Fuss
272906;2;12.407;3465.0192477095434;Auto
272906;3;3.028;845.6579577709758;Auto
272918;2;17.767;828.915239639094;Reisecar
272919;1;8.564;0.0;Zu Fuss
272926;1;1.81;0.0;Zu Fuss
272926;2;7.434;1077.9094814333548;Auto, Zu Fuss
272931;1;13.767;1780.7911130252487;Auto
272931;4;3.16;408.75280868452;Auto
272931;7;44.299;5730.171098707453;Auto
272937;1;3.05;656.3148665635999;Auto
272937;4;3.757;808.4508044850639;Auto
272937;6;0.786;0.0;Zu Fuss
272938;1;2.0;0.0;Zu Fuss
272941;3;2.275;0.0;Zu Fuss
272974;1;0.969;0.0;Zu Fuss
272977;1;8.88;1296.5099498531638;Auto
272981;3;1.0;0.0;Zu Fuss
272984;1;31.009;6450.140482402881;Auto
272988;1;50.692;282.862951830184;Velo, Velo
272996;1;4.622;25.790905140043996;Velo
272996;2;4.146;0.0;Zu Fuss
272999;3;2.5;0.0;Zu Fuss
273009;3;5.401;1123.4547629868089;Auto
273019;1;1.01;215.07164384326998;Auto
273019;2;44.027;9375.207191571928;Auto
273019;3;9.946;2117.9233363021417;Auto
273036;2;3.308;822.5431521526039;Auto
273036;4;2.0;0.0;Zu Fuss
273052;1;10.447;1598.5618361136558;Auto
273056;1;94.485;23493.9509465353;Auto
273056;3;2.499;621.383112826287;Auto
273071;1;0.5;0.0;Zu Fuss
273071;3;3.725;579.361788823075;Auto
273076;4;9.591;53.518081176581994;Velo
273077;1;3.901;0.0;Zu Fuss
273081;3;2.8;0.0;Zu Fuss
273091;1;2.0;0.0;Zu Fuss
273101;2;0.29;0.0;Zu Fuss
273118;1;2.0;0.0;Zu Fuss
273118;2;2.0;0.0;Zu Fuss
273118;5;2.0;0.0;Zu Fuss
273118;6;1.0;0.0;Zu Fuss
273126;1;0.18;0.0;Zu Fuss
273126;3;0.835;4.65932622067;Velo
273127;3;2.0;0.0;Zu Fuss
273139;1;0.6;0.0;Zu Fuss
273139;4;0.6;0.0;Zu Fuss
273139;5;0.6;0.0;Zu Fuss
273144;1;3.492;0.0;Zu Fuss
273146;1;29.055;206.22066508718999;Zug
273154;1;75.9;11613.941165983199;Auto
273174;1;7.754;0.0;Zu Fuss
273201;1;2.9;0.0;Zu Fuss
273201;2;1.062;0.0;Zu Fuss
273218;1;2.5;0.0;Zu Fuss
273225;5;0.374;0.0;Zu Fuss
273235;1;4.559;518.881080862807;Auto
273235;3;7.544;858.617871030712;Auto
273235;7;2.0;0.0;Zu Fuss
273236;2;0.972;5.4237905227439995;Velo
273236;4;20.0;0.0;Zu Fuss
273237;3;0.835;0.0;Zu Fuss
273243;6;2.35;488.82034679115003;Auto
273245;1;0.966;207.868905278832;Auto
273247;1;1.0;0.0;Zu Fuss
273247;2;53.202;11448.283124890702;Auto
273247;4;1.0;0.0;Zu Fuss
273248;5;0.6;0.0;Zu Fuss
273249;1;8.3;2063.8174615679;Auto
273264;1;25.0;0.0;Zu Fuss
273275;1;1.059;0.0;Zu Fuss
273275;3;1.02;253.62576033725998;Auto
273279;1;2.143;532.8627494144589;Auto
273279;3;2.02;502.2784665502599;Auto
273284;3;25.814;5369.535503007126;Auto
273287;1;2.049;0.0;Zu Fuss
273292;2;8.639;1154.816656705432;Auto
273292;4;3.737;499.54275334045604;Auto
273302;2;3.096;643.9948058150641;Auto
273303;1;8.124;1927.115951670972;Auto
273306;5;0.22;0.0;Zu Fuss
273307;3;136.519;33945.81879949254;Auto
273313;1;0.426;0.0;Zu Fuss
273313;3;0.079;0.0;Zu Fuss
273328;1;1.851;0.0;Zu Fuss
273329;1;23.15;4815.40043753835;Auto
273332;3;0.237;0.0;Zu Fuss
273332;4;0.079;0.0;Zu Fuss
273335;1;2.0;0.0;Zu Fuss
273349;1;0.661;30.228481880321;Fahrzeugähnliche Geräte
273355;7;34.231;8234.291703063507;Auto
273371;2;28.478;6755.343189523134;Auto
273374;1;0.398;0.0;Zu Fuss
273383;2;0.58;0.0;Zu Fuss
273385;3;2.707;642.134771193171;Auto
273389;1;0.25;0.0;Zu Fuss
273395;1;0.553;0.0;Zu Fuss
273401;6;0.518;0.0;Zu Fuss
273424;1;2.223;462.403247198607;Auto
273428;3;6.8759999999999994;38.36829592015199;Velo, Velo
273433;1;2.0;0.0;Zu Fuss
273436;5;2.8;0.0;Zu Fuss
273445;3;0.972;5.4237905227439995;Velo
273449;1;0.342;0.0;Zu Fuss
273457;1;2.5;0.0;Zu Fuss
273464;1;2.5;0.0;Zu Fuss
273465;1;4.568;821.938099061936;Auto
273465;3;0.619;0.0;Zu Fuss
273465;5;4.829;868.9008494680579;Auto
273468;1;47.713;11863.966571540866;Auto
273505;1;1.0;0.0;Zu Fuss
273511;3;3.469;571.288071953789;Motorrad
273511;4;5.965;982.338814991165;Motorrad
273514;2;2.317;481.95606107025304;Auto
273531;3;6.978;902.6193351267659;Auto
273537;5;1.817;0.0;Zu Fuss
273541;1;5.74;0.0;Zu Fuss
273553;1;4.07;22.71072780614;Velo
273553;3;1.0;0.0;Zu Fuss
273561;1;14.428;0.0;Zu Fuss
273565;3;14.817;82.679325283434;Velo
273575;1;12.258;68.40002492571598;Velo
273576;1;2.9;0.0;Zu Fuss
273578;2;7.828;1628.291776460052;Auto
273594;1;0.252;0.0;Zu Fuss
273597;3;1.674;0.0;Zu Fuss
273599;4;114.982;20689.160793857165;Auto
273599;5;2.0;0.0;Zu Fuss
273609;1;1.174;0.0;Zu Fuss
273609;3;0.834;0.0;Zu Fuss
273616;1;2.5;0.0;Zu Fuss
273617;2;0.546;0.0;Zu Fuss
273627;1;3.015;0.0;Zu Fuss
273641;3;2.099;11.712485912798;Velo
273643;1;0.86;0.0;Zu Fuss
273643;2;0.216;0.0;Zu Fuss
273644;3;0.819;0.0;Zu Fuss
273647;1;2.0;0.0;Zu Fuss
273651;1;2.426;0.0;Zu Fuss
273656;5;4.77;26.616749787539995;Velo
273657;1;1.316;0.0;Zu Fuss
273663;1;17.89;2737.4625488727197;Auto
273667;1;7.366;399.3695111005599;Auto, Zu Fuss
273667;4;8.376;2339.2440734113916;Auto
273667;5;5.755;1607.2528226459597;Auto
273667;6;5.756;1607.5321020243518;Auto
273667;8;0.5;0.0;Zu Fuss
273681;2;0.418;0.0;Zu Fuss
273686;2;2.327;559.7615258984189;Auto
273688;1;2.983;0.0;Zu Fuss
273689;1;2.5;0.0;Zu Fuss
