HHNR;Wegnummer;Distanz_km;Emissionen;Verkehrsmittel
242486;1;0.457;0.0;Zu Fuss
242489;1;5.813;1398.3213365051608;Auto
242489;4;1.0;0.0;Zu Fuss
242494;2;22.443;5398.679813381271;Auto
242504;1;0.5;0.0;Zu Fuss
242505;5;0.639;0.0;Zu Fuss
242524;3;0.919;0.0;Zu Fuss
242526;1;131.225;21610.630510849223;Motorrad
242538;1;2.8;0.0;Zu Fuss
242538;2;1.0;0.0;Zu Fuss
242554;6;25.421;4574.099915992442;Auto
242556;4;7.903;1965.1023372013385;Auto
242572;2;19.479;108.69343167955799;Velo
242576;1;0.2;0.0;Zu Fuss
242576;3;2.9;0.0;Zu Fuss
242579;1;0.262;65.14700902780599;Auto
242579;2;1.104;274.51258765915196;Auto
242579;3;1.197;297.637289336961;Auto
242579;5;2.005;498.5486759570649;Auto
242579;9;0.262;0.0;Zu Fuss
242584;1;11.36;0.0;Zu Fuss
242584;3;0.84;174.72727289556;Auto
242585;1;0.114;0.0;Zu Fuss
242585;3;21.565;3880.27476056713;Auto
242596;5;6.05;1504.3488725886498;Auto
242597;1;29.2;5516.5799371108;Auto
242603;5;1.561;8.710429018522;Velo
242607;1;3.471;0.0;Zu Fuss
242608;2;0.56;0.0;Zu Fuss
242611;1;0.763;0.0;Zu Fuss
242613;1;33.368;8297.043500915383;Auto
242613;2;1.0;0.0;Zu Fuss
242614;2;1.978;0.0;Zu Fuss
242623;1;1.573;0.0;Zu Fuss
242623;2;2.0;0.0;Zu Fuss
242629;1;2.0;0.0;Zu Fuss
242629;3;0.025;0.0;Zu Fuss
242629;5;2.0;0.0;Zu Fuss
242629;6;0.1;0.0;Zu Fuss
242629;7;0.5;0.0;Zu Fuss
242629;8;0.1;0.0;Zu Fuss
242636;3;2.414;0.0;Zu Fuss
242638;1;0.071;0.0;Zu Fuss
242638;3;2.0;0.0;Zu Fuss
242638;4;5.547;0.0;Zu Fuss
242642;2;0.214;0.0;Zu Fuss
242649;2;0.392;97.47186083549599;Auto
242651;2;0.598;0.0;Zu Fuss
242651;5;0.251;0.0;Zu Fuss
242652;2;2.137;384.51876481947403;Auto
242652;4;21.921;3944.331232385442;Auto
242659;3;0.295;0.0;Zu Fuss
242661;3;14.072;1274.5864626828718;Auto
242674;1;2.67;415.27408755909;Auto
242678;3;1.39;0.0;Zu Fuss
242678;4;1.39;0.0;Zu Fuss
242681;1;0.5;0.0;Zu Fuss
242685;1;131.22;23610.92761797444;Auto
242705;1;1.0;0.0;Zu Fuss
242716;1;4.89;0.0;Zu Fuss
242723;1;0.406;0.0;Zu Fuss
242723;2;0.183;0.0;Zu Fuss
242726;1;4.534;693.7761429060319;Auto
242732;5;2.0;0.0;Zu Fuss
242736;1;0.144;0.0;Zu Fuss
242736;3;1.343;333.9405844440589;Auto
242736;4;2.097;521.4247249286609;Auto
242752;1;1.682;0.0;Zu Fuss
242756;4;0.041;0.0;Zu Fuss
242756;6;0.923;0.0;Zu Fuss
242758;2;0.598;0.0;Zu Fuss
242762;2;46.264;11503.66880023823;Auto
242762;4;0.152;0.0;Zu Fuss
242769;1;6.12;0.0;Zu Fuss
242784;1;0.712;0.0;Zu Fuss
242787;1;0.1;0.0;Zu Fuss
242798;1;3.072;0.0;Zu Fuss
242798;3;0.25;0.0;Zu Fuss
242803;3;1.266;0.0;Zu Fuss
242807;1;10.228;1521.523650489344;Auto
242807;2;2.0;0.0;Zu Fuss
242813;4;1.968;473.40381734769596;Auto
242814;3;3.489;725.742208491201;Auto
242825;1;8.614;0.0;Zu Fuss
242832;3;0.745;0.0;Zu Fuss
242832;4;0.05;0.0;Zu Fuss
242834;6;11.586;2880.8902541838174;Auto
242837;2;1.61;387.28665951717;Auto
242846;3;4.265;1011.7121533575449;Auto
242853;1;11.778;0.0;Zu Fuss
242878;1;11.116;1622.973491280154;Auto
242893;3;0.1;0.0;Zu Fuss
242894;3;15.125;4224.1005981789995;Auto
242896;2;0.424;0.0;Zu Fuss
242899;2;1.5;0.0;Zu Fuss
242903;3;11.118;2367.491620048986;Auto
242907;1;4.682;1164.191970489266;Auto
242907;3;11.235;2793.613154303054;Auto
242911;4;1.0;0.0;Zu Fuss
242915;1;2.924;816.6129024182078;Auto
242922;1;6.342;35.388559151483996;Velo
242927;1;3.674;20.501035370948;Velo
242927;3;1.463;0.0;Zu Fuss
242927;4;0.665;0.0;Zu Fuss
242936;3;0.03;0.0;Zu Fuss
242942;1;2.958;0.0;Zu Fuss
242952;3;4.022;0.0;Zu Fuss
242957;1;5.0;0.0;Zu Fuss
242958;1;1.072;0.0;Zu Fuss
242963;3;16.453;2621.4234865226767;Auto, Zu Fuss
242983;1;1.0;0.0;Zu Fuss
242989;1;1.0;0.0;Zu Fuss
243009;1;0.164;0.0;Zu Fuss
243014;1;1.777;9.915715801353999;Velo
243024;1;2.5;0.0;Zu Fuss
243024;2;2.5;0.0;Zu Fuss
243028;5;2.5;0.0;Zu Fuss
243031;1;6.511;1618.9777701528428;Auto
243037;1;18.485;3845.0400469933647;Auto
243038;3;2.947;458.356829976269;Auto
243039;5;1.371;7.650223052142;Velo
243039;7;0.05;0.0;Zu Fuss
243044;2;8.434;1754.345023334706;Auto
243077;6;12.671000000000001;3005.7220856256627;Auto, Auto
243105;3;1.47;353.60955868958996;Auto
243105;5;0.075;0.0;Zu Fuss
243107;1;3.018;0.0;Zu Fuss
243108;1;3.643;0.0;Zu Fuss
243108;5;8.706;0.0;Zu Fuss
243109;1;5.762;0.0;Zu Fuss
243111;3;0.998;0.0;Zu Fuss
243111;5;0.328;0.0;Zu Fuss
243113;3;2.5;0.0;Zu Fuss
243165;3;0.553;0.0;Zu Fuss
243165;5;0.624;0.0;Zu Fuss
243169;3;0.843;202.78425712607097;Auto
243169;6;10.348;0.0;Zu Fuss
243199;1;10.99;3069.2803685280796;Auto
243199;3;4.703;1313.450916577576;Auto
243201;4;0.987;245.42022103223096;Auto
243213;1;4.25;549.74665724975;Auto
243218;1;6.882;0.0;Zu Fuss
243224;2;2.979;536.023116704358;Auto
243224;4;26.283;4729.202946069367;Auto
243224;5;24.498;4408.020917429796;Auto
243231;1;1.5;68.59716009149999;Fahrzeugähnliche Geräte
243247;1;31.896;2957.972593109848;Auto, Zu Fuss
243251;1;14.478;1311.360347265678;Auto
243251;3;0.533;0.0;Zu Fuss
243262;4;1.0;0.0;Zu Fuss
243266;1;16.425;3103.076214624825;Auto
243269;1;3.522;0.0;Zu Fuss
243269;4;2.302;12.845232287403999;Velo
243281;1;1.0;0.0;Zu Fuss
243282;4;1.5;0.0;Zu Fuss
243293;1;0.594;0.0;Zu Fuss
243299;7;5.181;0.0;Zu Fuss
243308;3;10.034;2494.9812541412416;Auto
243308;4;2.721;676.5840136055729;Auto
243311;4;1.47;8.202646160939999;Velo
243312;3;0.558;0.0;Zu Fuss
243313;1;6.71;0.0;Zu Fuss
243315;1;5.934;0.0;Zu Fuss
243316;1;3.586;20.009992607572;Velo
243317;3;0.574;0.0;Zu Fuss
243319;3;2.66;572.39263772432;Auto
243323;3;2.661;14.848463560722;Velo
243331;1;4.076;0.0;Zu Fuss
243332;1;10.302;2216.837952569904;Auto
243342;1;11.97;2976.3728933696098;Auto
243346;4;2.0;0.0;Zu Fuss
243352;2;45.079;5130.6515122207675;Auto
243357;1;1.0;0.0;Zu Fuss
243358;1;20.499;4862.623078939347;Auto
243382;7;2.0;0.0;Zu Fuss
243387;3;2.0;0.0;Zu Fuss
243389;1;0.868;0.0;Zu Fuss
243392;1;35.637;5542.742568667899;Auto
243405;3;0.104;0.0;Zu Fuss
243453;1;36.57;8796.93983760429;Auto
243459;1;0.378;0.0;Zu Fuss
243471;1;30.577;6579.717926201704;Auto
243471;3;0.458;0.0;Zu Fuss
243478;1;14.841;3520.473638447673;Auto
243509;1;7.733;1860.1787192834008;Auto
243518;2;0.923;0.0;Zu Fuss
243518;5;1.583;8.833189709366;Velo
243545;4;1.5;0.0;Zu Fuss
243546;1;2.471;0.0;Zu Fuss
243546;2;3.2;0.0;Zu Fuss
243549;4;23.39;4865.32251550851;Auto
243549;6;21.127;4394.598921981543;Auto
243553;3;1.79;20.273280401669997;E-Bike_25
243561;3;0.333;0.0;Zu Fuss
243562;1;1.605;18.177997231664996;E-Bike_25
243564;1;14.395;2590.14862872079;Auto
243567;1;1.5;0.0;Zu Fuss
243568;4;69.459;16476.556731550227;Auto
243571;1;1.359;7.583262675317999;Velo
243571;5;1.0;0.0;Zu Fuss
243573;3;3.0;0.0;Zu Fuss
243575;1;6.296;0.0;Zu Fuss
243581;4;0.938;5.234069455075999;Velo
243593;2;1.365;339.41094398074495;Auto
243593;3;24.567;6108.65103353477;Auto
243603;3;1.367;7.6279029265339995;Velo
243624;3;3.064;0.0;Zu Fuss
243625;1;0.51;0.0;Zu Fuss
243635;1;0.833;0.0;Zu Fuss
243635;3;0.5;0.0;Zu Fuss
243636;1;2.256;0.0;Zu Fuss
243636;3;8.618;0.0;Zu Fuss
243671;1;2.902;0.0;Zu Fuss
243672;1;1.5;0.0;Zu Fuss
243679;1;175.43;43621.144250946585;Auto
243682;3;1.079;0.0;Zu Fuss
243682;4;0.597;0.0;Zu Fuss
243699;3;2.9;0.0;Zu Fuss
243707;1;0.775;0.0;Zu Fuss
243707;2;1.0;0.0;Zu Fuss
243707;5;2.0;0.0;Zu Fuss
243707;6;1.0;0.0;Zu Fuss
243724;2;2.0;0.0;Zu Fuss
243733;1;2.017;563.3065062166639;Auto
243739;1;18.287;0.0;Zu Fuss
243741;1;99.571;15235.991249514005;Auto
243742;1;4.378;1053.131053022466;Auto
243742;3;0.617;148.41979436154898;Auto
243742;5;7.018;0.0;Zu Fuss
243749;1;40.305;5213.538593047335;Auto
243751;3;10.799;2561.6599165552466;Auto
243755;5;3.534;0.0;Zu Fuss
243775;1;9.105;103.121909529165;E-Bike_25
243777;1;1.184;0.0;Zu Fuss
243777;2;0.125;0.0;Zu Fuss
243783;4;0.2;0.0;Zu Fuss
243793;1;2.5;0.0;Zu Fuss
243808;2;0.472;0.0;Zu Fuss
243808;4;0.472;0.0;Zu Fuss
243826;1;1.5;0.0;Zu Fuss
243846;3;133.193;27705.29721283134;Auto
243846;6;6.643;1381.801516482387;Auto
243846;7;3.31;688.50865867179;Auto
243849;1;1.695;0.0;Zu Fuss
243852;3;0.809;0.0;Zu Fuss
243854;1;0.694;0.0;Zu Fuss
243868;1;33.343;475.55011826285397;Zug, Bus
243883;2;0.1;0.0;Zu Fuss
243892;1;0.813;174.94556934957598;Auto
243893;2;31.881;7668.997510600556;Auto
243893;3;31.889;7670.921916362132;Auto
243912;1;14.535;3614.1670848059543;Auto
243912;2;6.464;1607.2910929608317;Auto
243912;4;7.236;0.0;Zu Fuss
243921;1;0.626;133.301830738502;Auto
243921;2;0.1;0.0;Zu Fuss
243921;6;2.099;446.965723195073;Auto
243923;5;1.304;7.276360948208;Velo
243927;1;0.785;0.0;Zu Fuss
243932;1;21.868;2923.200677026784;Auto
243936;3;2.0;0.0;Zu Fuss
243937;1;2.976;0.0;Zu Fuss
243937;2;0.9;0.0;Zu Fuss
243945;1;0.156;0.0;Zu Fuss
243945;3;3.991;946.715874337623;Auto
243949;4;0.193;0.0;Zu Fuss
243967;1;56.569;13418.885065248058;Auto
243992;5;2.006;498.7973286632779;Auto
243992;7;1.848;0.0;Zu Fuss
243994;3;0.1;0.0;Zu Fuss
243997;3;0.55;0.0;Zu Fuss
243997;6;0.531;0.0;Zu Fuss
243998;1;5.579;31.130995191757997;Velo
243998;2;4.278;23.871374337755995;Velo
243998;5;0.186;1.037885840772;Velo
244026;2;0.189;0.0;Zu Fuss
244028;2;2.176;290.87637978828803;Auto
244039;1;2.0;0.0;Zu Fuss
244045;1;0.5;0.0;Zu Fuss
244067;3;1.527;197.52074014596897;Auto
244073;1;1.316;201.36952008476797;Auto
244077;1;1.472;0.0;Zu Fuss
244077;2;0.514;0.0;Zu Fuss
244077;4;1.308;0.0;Zu Fuss
244093;1;1.333;0.0;Zu Fuss
244111;7;0.5;2.7900157009999997;Velo
244116;3;0.408;0.0;Zu Fuss
244116;5;0.185;0.0;Zu Fuss
244117;5;29.229;7031.057000638112;Auto
244121;4;7.239;1302.541571608878;Auto
244121;6;1.229;221.138774900858;Auto
244124;1;3.0;0.0;Zu Fuss
244128;1;0.215;0.0;Zu Fuss
244141;1;10.540000000000001;1476.115480318364;Auto, Zu Fuss, Zu Fuss
244141;3;1.012;5.646991778824;Velo
244148;1;0.25;0.0;Zu Fuss
244148;4;6.25;1503.4420012312498;Auto
244148;5;9.878;2376.1600141059657;Auto
244157;1;10.741;1568.2222265059493;Auto
244163;1;24.498;5095.796108804082;Auto
244163;4;2.0;0.0;Zu Fuss
244169;5;1.119;51.173481428258995;Fahrzeugähnliche Geräte
244169;7;2.547;529.798052458323;Auto
244171;1;1.722;0.0;Zu Fuss
244171;2;1.72;151.61832965719998;Schiff, Zu Fuss
244171;4;2.0;0.0;Zu Fuss
244184;1;3.116;0.0;Zu Fuss
244184;2;4.999;646.6314210803529;Auto
244189;3;2.0;0.0;Zu Fuss
244194;1;0.973;0.0;Zu Fuss
244196;1;2.0;0.0;Zu Fuss
244199;1;56.923;14154.057995762598;Auto
244222;1;0.24;0.0;Zu Fuss
244222;3;0.778;0.0;Zu Fuss
244222;5;0.187;0.0;Zu Fuss
244226;5;1.0;0.0;Zu Fuss
244229;1;43.497;242.71462589279398;Velo
244233;7;3.208;0.0;Zu Fuss
244239;2;14.3;3392.1415692879;Auto
244239;3;1.911;453.313464259383;Auto
244254;4;4.272;0.0;Zu Fuss
244258;2;1.7;219.8986628999;Auto
244258;5;5.125;662.929792565875;Auto
244264;3;1.755;0.0;Zu Fuss
244266;1;2.282;0.0;Zu Fuss
244271;1;19.404;0.0;Zu Fuss
244271;2;0.2;0.0;Zu Fuss
244277;1;9.553;2375.379302452789;Auto
244282;5;1.0;45.731440060999994;Fahrzeugähnliche Geräte
244282;6;2.058;0.0;Zu Fuss
244293;3;7.0;0.0;Zu Fuss
244317;3;26.873;4112.008444709703;Auto
244322;1;2.0;0.0;Zu Fuss
244323;1;0.7;0.0;Zu Fuss
244323;2;0.293;0.0;Zu Fuss
244328;1;1.096;0.0;Zu Fuss
244334;1;2.5;0.0;Zu Fuss
244334;4;5.66;0.0;Zu Fuss
244335;1;1.908;474.4293634544039;Auto
244342;1;7.0;0.0;Zu Fuss
244347;6;1.0;0.0;Zu Fuss
244353;1;29.915;7438.445706361894;Auto
244357;5;1.092;0.0;Zu Fuss
244371;5;0.766;190.46797295915798;Auto
244374;1;5.0;0.0;Zu Fuss
244382;1;2.0;0.0;Zu Fuss
244385;2;1.283;0.0;Zu Fuss
244409;5;0.39;0.0;Zu Fuss
244414;4;14.914;83.220588329428;Velo
244422;2;0.068;0.0;Zu Fuss
244429;3;2.0;0.0;Zu Fuss
244431;1;2.0;0.0;Zu Fuss
244458;3;3.816;692.1298017415439;Auto
244461;1;56.304;7283.0437152446875;Auto
244464;1;0.041;0.0;Zu Fuss
244482;1;20.0;0.0;Zu Fuss
244484;3;3.284;0.0;Zu Fuss
244484;4;51.76;7557.134572567539;Auto
244485;1;1.0;0.0;Zu Fuss
244488;1;1.88;252.2384409048;Bus
244492;1;12.008;1753.208499756395;Auto
244502;1;2.358;0.0;Zu Fuss
244504;1;0.179;0.0;Zu Fuss
244505;1;1.0;0.0;Zu Fuss
244505;2;3.763;809.741915697976;Auto
244507;4;0.66;0.0;Zu Fuss
244513;3;8.261;1759.1156928606467;Auto
244519;3;2.0;0.0;Zu Fuss
244521;3;1.277;0.0;Zu Fuss
244533;1;72.951;20373.709933074788;Auto
244533;2;1.833;0.0;Zu Fuss
244533;3;1.833;0.0;Zu Fuss
244554;1;0.5;0.0;Zu Fuss
244556;4;2.377;0.0;Zu Fuss, Zu Fuss
244559;1;8.409;1994.721570359577;Auto
244559;3;6.078;1441.7787732959341;Auto
244562;1;4.398;0.0;Zu Fuss
244568;4;9.43;2633.6045382365596;Auto
244569;1;4.34;0.0;Zu Fuss
244579;3;7.762;1841.2449553015858;Auto
244589;3;63.272;10419.872841931432;Motorrad, Motorrad
244592;1;2.425;677.2524926005998;Auto
244592;3;1.42;207.32478927832122;Anderes
244596;3;1.5;0.0;Zu Fuss
244597;1;1.009;0.0;Zu Fuss
244597;4;0.387;0.0;Zu Fuss
244605;1;18.69;3530.98900769181;Auto
244609;1;7.825;1315.654763171925;Auto, Zu Fuss
244609;4;1.5;0.0;Zu Fuss
244618;1;26.308;4733.701293809416;Auto
244649;1;6.052;0.0;Zu Fuss
244652;1;2.0;0.0;Zu Fuss
244657;1;2.4;0.0;Zu Fuss
244658;1;39.052;8123.154120377868;Auto
244668;1;2.0;0.0;Zu Fuss
244705;1;31.693;7880.550218008608;Auto
244705;3;2.0;0.0;Zu Fuss
244717;1;30.852;172.155128814504;Velo
244717;2;1.532;0.0;Zu Fuss
244722;3;2.5;0.0;Zu Fuss
244734;3;2.0;0.0;Zu Fuss
244738;1;2.0;0.0;Zu Fuss
244761;1;0.995;0.0;Zu Fuss
244772;1;1.0;0.0;Zu Fuss
244782;3;2.351;584.5825123067629;Auto
244783;1;6.212;950.5375826493758;Auto
244795;1;12.49;0.0;Zu Fuss
244796;2;0.743;158.216070668861;Auto
244796;4;0.845;4.7151265346899995;Velo
244802;6;1.517;17.181321994040996;E-Bike_25
244815;1;2.5;0.0;Zu Fuss
244825;1;17.192;4274.837325213895;Auto
244825;3;1.5;0.0;Zu Fuss
244827;1;8.973;2231.1607328492487;Auto
244838;5;0.16;0.0;Zu Fuss
244845;1;2.036;0.0;Zu Fuss
244846;4;6.63;0.0;Zu Fuss
244847;3;29.755;4553.00157304124;Auto
244852;1;2.5;0.0;Zu Fuss
244852;2;2.107;239.80750984381103;Auto
244852;5;2.8;0.0;Zu Fuss
244866;1;2.486;0.0;Zu Fuss
244873;5;18.232;2358.348483524104;Auto
244883;1;9.398;0.0;Zu Fuss
244884;1;6.817;0.0;Zu Fuss
244889;1;26.425;5626.998206493475;Auto
244892;1;15.226;2368.151032649702;Auto
244895;3;1.327;0.0;Zu Fuss
244895;6;1.306;0.0;Zu Fuss
244895;8;0.05;0.0;Zu Fuss
244898;1;2.537;0.0;Zu Fuss
244917;1;2.9;0.0;Zu Fuss
244926;1;0.025;0.0;Zu Fuss
244927;3;89.8;10220.5573725554;Auto
244934;1;2.959;452.77538748543196;Auto
244965;8;0.351;0.0;Zu Fuss
244965;9;0.218;0.0;Zu Fuss
244976;6;1.525;8.50954788805;Velo
244986;5;21.876;5189.264962919028;Auto
244992;1;2.9;0.0;Zu Fuss
244992;2;0.89;4.966227947779999;Velo
244993;1;3.461;0.0;Zu Fuss
244999;1;35.939;4804.138884747832;Auto
245001;1;1.5;0.0;Zu Fuss
245003;1;22.516;1050.478726611912;Reisecar
245011;1;3.937;44.58989102870099;E-Bike_25
245033;1;0.268;0.0;Zu Fuss
245035;5;2.492;0.0;Zu Fuss
245056;1;0.648;0.0;Zu Fuss
245056;3;8.418;2093.1584809010333;Auto
245058;1;4.972;0.0;Zu Fuss
245058;2;3.756;0.0;Zu Fuss
245062;3;2.404;0.0;Zu Fuss
245068;1;38.014;212.119313715628;Velo
245068;2;4.934;0.0;Zu Fuss
245071;5;0.676;3.772101227752;Velo
245072;3;5.583;1004.571017307966;Auto
245081;1;0.614;0.0;Zu Fuss
245081;3;4.826;0.0;Zu Fuss
245085;1;0.326;0.0;Zu Fuss
245085;4;0.326;0.0;Zu Fuss
245089;1;0.189;0.0;Zu Fuss
245089;3;0.189;0.0;Zu Fuss
245099;5;1.176;6.562116928751999;Velo
245108;1;1.058;0.0;Zu Fuss
245108;2;3.0;0.0;Zu Fuss
245116;3;1.0;0.0;Zu Fuss
245127;1;3.206;0.0;Zu Fuss
245137;3;21.154;118.03998427790799;Velo
245139;1;8.51;0.0;Zu Fuss
245142;1;0.557;119.85815759866401;Auto
245151;3;4.148;862.8199142509319;Auto
245151;5;1.072;0.0;Zu Fuss
245161;4;2.619;563.570044436088;Auto
245161;6;2.5;0.0;Zu Fuss
245163;1;1.364;0.0;Zu Fuss
245163;4;2.5;0.0;Zu Fuss
245166;1;0.95;0.0;Zu Fuss
245175;1;1.042;5.814392720883999;Velo
245175;3;0.366;16.737707062326;Fahrzeugähnliche Geräte
245176;2;0.864;4.821147131328;Velo
245186;2;0.334;0.0;Zu Fuss
245193;4;0.376;0.0;Zu Fuss
245196;2;1.448;0.0;Zu Fuss
245211;1;1.464;352.166254368408;Auto
245211;3;1.0;5.5800314019999995;Velo
245217;2;0.49;0.0;Zu Fuss
245217;3;0.47;0.0;Zu Fuss
245218;5;2.0;0.0;Zu Fuss
245224;1;2.0;0.0;Zu Fuss
245224;3;4.169;867.1880960733209;Auto
245231;2;6.131;1454.351046245043;Auto
245231;3;0.393;0.0;Zu Fuss
245246;1;0.534;0.0;Zu Fuss
245248;1;97.612;16075.11423452097;Motorrad
245251;1;5.816;0.0;Zu Fuss
245264;1;2.428;0.0;Zu Fuss
245269;2;0.32;0.0;Zu Fuss
245274;7;1.0;0.0;Zu Fuss
245277;2;3.0;0.0;Zu Fuss
245279;4;0.15;0.0;Zu Fuss
245281;2;0.523;0.0;Zu Fuss
245281;4;0.511;0.0;Zu Fuss
245283;3;6.0;0.0;Zu Fuss
245284;3;0.774;0.0;Zu Fuss
245284;5;0.465;0.0;Zu Fuss
245285;3;0.5;0.0;Zu Fuss
245285;5;0.303;0.0;Zu Fuss
245289;1;1.159;0.0;Zu Fuss
245302;1;3.154;0.0;Zu Fuss
245306;3;0.848;201.156367185744;Auto
245307;1;1.0;5.5800314019999995;Velo
245307;2;1.0;0.0;Zu Fuss
245316;5;1.025;243.14301458182499;Auto
245318;1;7.939;1883.2316026976669;Auto
245324;2;2.0;0.0;Zu Fuss
245332;1;3.885;966.0157636375047;Auto
245333;1;3.492;0.0;Zu Fuss
245334;1;2.922;0.0;Zu Fuss
245348;1;2.992;0.0;Zu Fuss
245348;4;1.5;0.0;Zu Fuss
245351;2;12.726;2308.1875935437342;Auto
245351;5;5.684;1030.9396732439561;Auto
245367;2;0.339;0.0;Zu Fuss
245398;1;6.532;999.5028154967358;Auto
245408;5;13.562;2440.263682022324;Auto
245422;1;2.045;0.0;Zu Fuss
245425;3;1.656;0.0;Zu Fuss
245441;2;29.658;4884.191881811898;Motorrad
245453;4;0.58;0.0;Zu Fuss
245456;1;5.103;780.8424475627438;Auto
245456;3;4.103;627.8260949147439;Auto
245456;5;7.603;1163.3833291827439;Auto
245465;1;0.728;0.0;Zu Fuss
245473;1;0.544;0.0;Zu Fuss
245476;3;0.446;2.488694005292;Velo
245477;2;6.409;980.6818041210319;Auto
245481;3;1.037;0.0;Zu Fuss
245481;4;0.146;0.0;Zu Fuss
245487;1;2.6710000000000003;0.0;Zu Fuss, Zu Fuss
245501;1;2.955;0.0;Zu Fuss, Zu Fuss
245516;1;3.0;0.0;Zu Fuss
245522;3;0.782;0.0;Zu Fuss
245523;1;15.61;3881.468743984929;Auto
245524;1;16.212;2917.088542467624;Auto
245532;4;0.095;0.0;Zu Fuss
245533;2;0.614;0.0;Zu Fuss
245542;1;1.0;0.0;Zu Fuss
245554;1;0.8;0.0;Zu Fuss
245555;1;33.261;7889.931520005934;Auto
245564;3;7.368;1832.0731393773838;Auto
245578;1;4.166;0.0;Zu Fuss
245578;2;0.504;125.32096393135198;Auto
245578;4;4.166;0.0;Zu Fuss
245578;5;4.166;0.0;Zu Fuss
245584;2;4.892;1052.686008927584;Auto
245586;1;2.5;0.0;Zu Fuss
245614;5;1.425;7.95154474785;Velo
245619;3;4.16;47.11555668768;E-Bike_25
245624;1;10.788;0.0;Zu Fuss
245624;2;3.0;0.0;Zu Fuss
245628;1;8.292;943.751244245316;Auto
245638;1;1.365;7.616742863729999;Velo
245638;6;7.182;40.075785529164;Velo
245652;1;13.876000000000001;2729.212103393888;Auto, Zu Fuss
245652;3;2.8;0.0;Zu Fuss
245652;5;2.5;0.0;Zu Fuss
245655;2;3.277;18.285762904353998;Velo
245661;2;0.229;0.0;Zu Fuss
245662;1;107.042;597.297721332884;Velo
245662;3;0.572;123.08593563094398;Auto
245664;5;0.113;0.0;Zu Fuss
245667;1;1.892;0.0;Zu Fuss
245669;2;77.326;7003.885219827725;Auto
245682;5;1.0;0.0;Zu Fuss
245685;1;2.0;0.0;Zu Fuss
245685;2;1.5;0.0;Zu Fuss
245689;1;14.057;1879.0667604246162;Auto
245692;2;20.808;3183.9642658995836;Auto
245692;4;0.11;0.0;Zu Fuss
245704;1;3.562;0.0;Zu Fuss
245704;2;0.625;0.0;Zu Fuss
245704;4;4.394;945.5237782558879;Auto
245708;1;1.0;0.0;Zu Fuss
245708;2;1.0;0.0;Zu Fuss
245713;1;1.354;291.360763713808;Auto
245715;1;2.155;24.407217466814995;E-Bike_25
245717;4;2.27;428.85741291923;Auto
245722;1;1.129;0.0;Zu Fuss
245735;1;10.628;1551.7238453873224;Auto
245735;2;4.566;666.6513998907145;Auto
245736;4;2.329;422.424084972761;Auto
245736;6;0.425;0.0;Zu Fuss
245746;1;29.82;6202.81818779238;Auto
245752;2;3.32;825.5269846271598;Auto
245754;1;2.5;0.0;Zu Fuss
245789;1;2.5;0.0;Zu Fuss
245794;2;0.339;0.0;Zu Fuss
245794;3;0.573;0.0;Zu Fuss
245795;1;0.757;0.0;Zu Fuss
245795;3;3.905;0.0;Zu Fuss
245797;1;0.1;0.0;Zu Fuss
245825;1;2.5;0.0;Zu Fuss
245837;1;0.3;0.0;Zu Fuss
245837;2;0.249;0.0;Zu Fuss
245837;3;1.189;0.0;Zu Fuss
245843;3;11.112;2763.0288714388557;Auto
245851;3;19.588;2997.2843156690237;Auto
245851;4;1.0;0.0;Zu Fuss
245861;2;11.0;0.0;Zu Fuss
245865;2;0.357;0.0;Zu Fuss
245865;4;0.237;0.0;Zu Fuss
245865;5;0.179;0.0;Zu Fuss
245865;6;0.179;0.0;Zu Fuss
245892;1;8.358;0.0;Zu Fuss
245904;1;1.3;0.0;Zu Fuss
245904;2;0.025;0.0;Zu Fuss
245944;1;4.451;1106.7531953540627;Auto
245944;5;5.567;1384.2496154877708;Auto
245947;1;5.443;0.0;Zu Fuss
245961;3;2.0;0.0;Zu Fuss
245973;3;4.346;0.0;Zu Fuss
245973;5;17.906;4452.375357449977;Auto
245973;8;2.0;0.0;Zu Fuss
245975;3;2.475;407.592383420475;Motorrad
245976;3;10.0;113.25854972999998;E-Bike_25
245981;1;1.621;0.0;Zu Fuss
245982;1;0.378;0.0;Zu Fuss
245987;5;2.122;0.0;Zu Fuss
245991;2;3.17;0.0;Zu Fuss
245991;4;2.0;0.0;Zu Fuss
245999;1;0.556;0.0;Zu Fuss
245999;3;3.061;761.1259337179929;Auto
245999;5;0.593;0.0;Zu Fuss
246001;1;2.3;0.0;Zu Fuss
246003;1;1.886;453.6786582915419;Auto
246013;1;95.296;19822.393092684866;Auto
246018;2;0.168;0.0;Zu Fuss
246018;4;2.0;0.0;Zu Fuss
246047;1;5.737;0.0;Zu Fuss
246059;2;4.545;663.585329063359;Auto
246059;5;0.206;0.0;Zu Fuss
246074;3;7.204;329.44929419944395;Fahrzeugähnliche Geräte
246081;1;1.0;0.0;Zu Fuss
246081;2;2.0;0.0;Zu Fuss
246087;1;1.0;0.0;Zu Fuss
246096;1;1.5;0.0;Zu Fuss
246107;1;2.209;0.0;Zu Fuss
246109;1;5.624;0.0;Zu Fuss
246114;2;211.256;45459.16506582291;Auto
246114;3;127.988;27541.123653030176;Auto
246115;1;42.262;11802.905089602702;Auto
246115;2;11.739;3278.4606229436877;Auto
246116;2;0.744;0.0;Zu Fuss
